xconcept1;concept2;size of concept1;size of concept2;confidence
рост экономики;аналитическое управление;14;38;0.9286
рост экономики;национальная экономика;14;26;0.8571
рост экономики;иностранная компания;14;39;1.0000
рост экономики;российский производитель;14;36;0.8571
рост экономики;официальный представитель;14;42;1.0000
рост экономики;экономическое развитие;14;22;1.0000
рост экономики;социально-экономическое развитие;14;22;0.9286
рост экономики;экономическая санкция;14;18;0.9286
рост экономики;российское законодательство;14;36;0.8571
рост экономики;исполнительный директор;14;31;0.8571
рост экономики;страховая компания;14;36;0.9286
президент России;компания;20;37;0.8500
президент России;российское правительство;20;38;0.8000
президент России;российская компания;20;38;0.8000
президент России;управляющая компания;20;33;0.8500
президент России;аналитическое управление;20;38;0.8500
президент России;иностранная компания;20;39;0.9000
президент России;дополнительное средство;20;37;0.8000
президент России;российский производитель;20;36;0.8000
президент России;официальный представитель;20;42;0.9500
иностранный банк;строительство;13;30;1.0000
иностранный банк;российское правительство;13;38;1.0000
иностранный банк;российская компания;13;38;0.8462
иностранный банк;иностранный инвестор;13;20;0.9231
иностранный банк;украинское правительство;13;31;0.8462
иностранный банк;аналитическое управление;13;38;0.9231
иностранный банк;правительство РФ;13;33;1.0000
иностранный банк;Российская Федерация;13;31;0.8462
иностранный банк;иностранная компания;13;39;0.9231
иностранный банк;дополнительное средство;13;37;0.8462
иностранный банк;российский производитель;13;36;0.8462
иностранный банк;правительство;13;35;1.0000
иностранный банк;официальный представитель;13;42;1.0000
иностранный банк;российское законодательство;13;36;1.0000
весь регион;российское правительство;10;38;0.8000
весь регион;национальная валюта;10;24;0.9000
весь регион;региональный бюджет;10;23;1.0000
весь регион;региональная власть;10;19;0.9000
весь регион;аналитическое управление;10;38;0.9000
весь регион;правительство РФ;10;33;0.8000
весь регион;национальная экономика;10;26;0.9000
весь регион;иностранная компания;10;39;0.9000
весь регион;российский производитель;10;36;0.8000
весь регион;правительство;10;35;0.8000
весь регион;официальный представитель;10;42;1.0000
весь регион;российское законодательство;10;36;0.8000
весь регион;исполнительный директор;10;31;0.9000
весь регион;страховая компания;10;36;0.8000
второй квартал;компания;6;37;1.0000
второй квартал;строительство;6;30;1.0000
второй квартал;российская сторона;6;27;0.8333
второй квартал;денежное средство;6;18;0.8333
второй квартал;российское правительство;6;38;1.0000
второй квартал;российская компания;6;38;1.0000
второй квартал;иностранный инвестор;6;20;0.8333
второй квартал;экономическая ситуация;6;26;1.0000
второй квартал;начало года;6;19;0.8333
второй квартал;российский бюджет;6;30;0.8333
второй квартал;интеллектуальная собственность;6;29;0.8333
второй квартал;аналитик компании;6;34;1.0000
второй квартал;коммерческий банк;6;13;0.8333
второй квартал;украинское правительство;6;31;0.8333
второй квартал;аналитическое управление;6;38;1.0000
второй квартал;собственное средство;6;34;1.0000
второй квартал;российская власть;6;27;0.8333
второй квартал;правительство РФ;6;33;1.0000
второй квартал;Российская Федерация;6;31;1.0000
второй квартал;иностранная компания;6;39;1.0000
второй квартал;дополнительное средство;6;37;0.8333
второй квартал;клиент;6;11;0.8333
второй квартал;Следственный комитет;6;31;0.8333
второй квартал;проект постановления;6;26;0.8333
второй квартал;российский банк;6;29;1.0000
второй квартал;российский производитель;6;36;0.8333
второй квартал;правительство;6;35;1.0000
второй квартал;официальный представитель;6;42;1.0000
второй квартал;экономическое развитие;6;22;0.8333
второй квартал;экономическая санкция;6;18;0.8333
второй квартал;российское законодательство;6;36;1.0000
второй квартал;исполнительный директор;6;31;0.8333
второй квартал;российский бизнес;6;28;0.8333
второй квартал;страховая компания;6;36;1.0000
генеральный директор;компания;26;37;0.8462
генеральный директор;российское правительство;26;38;0.8462
генеральный директор;российская компания;26;38;0.8462
генеральный директор;аналитическое управление;26;38;0.8846
генеральный директор;собственное средство;26;34;0.8077
генеральный директор;иностранная компания;26;39;0.9231
генеральный директор;дополнительное средство;26;37;0.8846
генеральный директор;Следственный комитет;26;31;0.8846
генеральный директор;правительство;26;35;0.8462
генеральный директор;официальный представитель;26;42;0.9615
генеральный директор;совет директоров;26;25;0.9615
генеральный директор;российское законодательство;26;36;0.8077
генеральный директор;исполнительный директор;26;31;0.9615
генеральный директор;страховая компания;26;36;0.8077
территория России;компания;12;37;0.8333
территория России;строительство;12;30;0.8333
территория России;российское правительство;12;38;0.9167
территория России;российская компания;12;38;1.0000
территория России;окончательное решение;12;26;0.8333
территория России;аналитик компании;12;34;0.8333
территория России;украинское правительство;12;31;0.9167
территория России;аналитическое управление;12;38;0.8333
территория России;правительство РФ;12;33;0.9167
территория России;Российская Федерация;12;31;0.8333
территория России;иностранная компания;12;39;0.8333
территория России;дополнительное средство;12;37;0.8333
территория России;Следственный комитет;12;31;0.8333
территория России;российский производитель;12;36;0.9167
территория России;правительство;12;35;0.9167
территория России;официальный представитель;12;42;1.0000
территория России;российское законодательство;12;36;0.9167
территория России;страховая компания;12;36;0.8333
Александр Новак;компания;13;37;0.8462
Александр Новак;российское правительство;13;38;1.0000
Александр Новак;российская компания;13;38;0.8462
Александр Новак;управляющая компания;13;33;0.8462
Александр Новак;аналитик компании;13;34;0.8462
Александр Новак;аналитическое управление;13;38;0.8462
Александр Новак;собственное средство;13;34;0.8462
Александр Новак;иностранная компания;13;39;0.9231
Александр Новак;дополнительное средство;13;37;0.9231
Александр Новак;Следственный комитет;13;31;0.8462
Александр Новак;российский производитель;13;36;0.9231
Александр Новак;правительство;13;35;0.8462
Александр Новак;официальный представитель;13;42;0.9231
Александр Новак;российское законодательство;13;36;1.0000
Александр Новак;исполнительный директор;13;31;0.8462
украинское правительство;компания;31;37;0.8710
украинское правительство;строительство;31;30;0.8387
украинское правительство;российское правительство;31;38;0.9677
украинское правительство;российская компания;31;38;0.9032
украинское правительство;аналитическое управление;31;38;0.9032
украинское правительство;правительство РФ;31;33;0.8710
украинское правительство;Российская Федерация;31;31;0.8065
украинское правительство;иностранная компания;31;39;0.9032
украинское правительство;дополнительное средство;31;37;0.8710
украинское правительство;российский производитель;31;36;0.8065
украинское правительство;правительство;31;35;0.9032
украинское правительство;официальный представитель;31;42;0.9677
украинское правительство;российское законодательство;31;36;0.9355
украинское правительство;страховая компания;31;36;0.8387
гражданская авиация;строительство;11;30;0.9091
гражданская авиация;российское правительство;11;38;0.9091
гражданская авиация;уголовная ответственность;11;29;0.8182
гражданская авиация;интеллектуальная собственность;11;29;0.8182
гражданская авиация;аналитическое управление;11;38;1.0000
гражданская авиация;собственное средство;11;34;0.8182
гражданская авиация;Гражданский кодекс;11;11;1.0000
гражданская авиация;правительство РФ;11;33;0.9091
гражданская авиация;иностранная компания;11;39;0.9091
гражданская авиация;дополнительное средство;11;37;0.9091
гражданская авиация;Следственный комитет;11;31;0.8182
гражданская авиация;проект постановления;11;26;0.8182
гражданская авиация;российский производитель;11;36;0.8182
гражданская авиация;правительство;11;35;1.0000
гражданская авиация;официальный представитель;11;42;0.9091
гражданская авиация;российское законодательство;11;36;0.9091
Федеральная налоговая служба;Федеральная антимонопольная служба;17;18;1.0000
Федеральная налоговая служба;компания;17;37;0.8824
Федеральная налоговая служба;российское правительство;17;38;0.8824
Федеральная налоговая служба;российская компания;17;38;0.9412
Федеральная налоговая служба;аналитическое управление;17;38;0.8235
Федеральная налоговая служба;собственное средство;17;34;0.8235
Федеральная налоговая служба;федеральный бюджет;17;23;1.0000
Федеральная налоговая служба;правительство РФ;17;33;0.8235
Федеральная налоговая служба;Российская Федерация;17;31;0.8235
Федеральная налоговая служба;иностранная компания;17;39;0.9412
Федеральная налоговая служба;дополнительное средство;17;37;1.0000
Федеральная налоговая служба;Следственный комитет;17;31;0.8235
Федеральная налоговая служба;федеральный закон;17;24;1.0000
Федеральная налоговая служба;правительство;17;35;0.9412
Федеральная налоговая служба;официальный представитель;17;42;0.9412
Федеральная налоговая служба;федеральная целевая программа;17;21;0.9412
Федеральная налоговая служба;Совет Федерации;17;16;0.8824
Федеральная налоговая служба;российское законодательство;17;36;0.8824
Федеральная налоговая служба;исполнительная власть;17;25;0.8235
Федеральная налоговая служба;исполнительный директор;17;31;0.8235
Федеральная налоговая служба;страховая компания;17;36;0.8235
негативное последствие;компания;15;37;0.8000
негативное последствие;российское правительство;15;38;0.8667
негативное последствие;российская компания;15;38;0.8667
негативное последствие;экономическая ситуация;15;26;0.8000
негативное последствие;аналитик компании;15;34;0.8000
негативное последствие;генеральный директор;15;26;0.8000
негативное последствие;аналитическое управление;15;38;0.8667
негативное последствие;собственное средство;15;34;0.8667
негативное последствие;иностранная компания;15;39;0.8667
негативное последствие;дополнительное средство;15;37;1.0000
негативное последствие;Следственный комитет;15;31;0.8000
негативное последствие;проект постановления;15;26;0.8000
негативное последствие;правительство;15;35;0.8000
негативное последствие;официальный представитель;15;42;0.9333
негативное последствие;российское законодательство;15;36;0.8000
негативное последствие;исполнительный директор;15;31;0.8000
негативное последствие;страховая компания;15;36;0.8000
заместитель министра;компания;20;37;0.8500
заместитель министра;строительство;20;30;0.9000
заместитель министра;российское правительство;20;38;0.9500
заместитель министра;российская компания;20;38;0.8500
заместитель министра;уголовная ответственность;20;29;0.8000
заместитель министра;управляющая компания;20;33;0.8000
заместитель министра;аналитик компании;20;34;0.8000
заместитель министра;украинское правительство;20;31;0.8500
заместитель министра;аналитическое управление;20;38;0.8500
заместитель министра;министр;20;19;0.9000
заместитель министра;правительство РФ;20;33;0.9000
заместитель министра;иностранная компания;20;39;0.9500
заместитель министра;дополнительное средство;20;37;0.8500
заместитель министра;российский производитель;20;36;0.8000
заместитель министра;правительство;20;35;0.9000
заместитель министра;официальный представитель;20;42;0.9500
заместитель министра;российское законодательство;20;36;0.9500
заместитель министра;страховая компания;20;36;0.8500
природный ресурс;российское правительство;6;38;0.8333
природный ресурс;национальная валюта;6;24;0.8333
природный ресурс;региональный бюджет;6;23;1.0000
природный ресурс;эксперт;6;26;0.8333
природный ресурс;украинское правительство;6;31;0.8333
природный ресурс;аналитическое управление;6;38;0.8333
природный ресурс;правительство РФ;6;33;0.8333
природный ресурс;национальная экономика;6;26;0.8333
природный ресурс;иностранная компания;6;39;1.0000
природный ресурс;российский производитель;6;36;0.8333
природный ресурс;правительство;6;35;0.8333
природный ресурс;официальный представитель;6;42;1.0000
природный ресурс;российское законодательство;6;36;0.8333
природный ресурс;страховая компания;6;36;0.8333
региональная власть;строительство;19;30;0.8421
региональная власть;российское правительство;19;38;0.9474
региональная власть;национальная валюта;19;24;0.9474
региональная власть;российская компания;19;38;0.8947
региональная власть;региональный бюджет;19;23;0.8421
региональная власть;аналитическое управление;19;38;0.8947
региональная власть;правительство РФ;19;33;0.9474
региональная власть;национальная экономика;19;26;0.8947
региональная власть;иностранная компания;19;39;0.8947
региональная власть;дополнительное средство;19;37;0.8947
региональная власть;российский производитель;19;36;0.9474
региональная власть;правительство;19;35;0.9474
региональная власть;официальный представитель;19;42;1.0000
региональная власть;российское законодательство;19;36;0.9474
региональная власть;исполнительный директор;19;31;0.8421
региональная власть;страховая компания;19;36;0.8421
глава государства;компания;15;37;0.8000
глава государства;негосударственный пенсионный фонд;15;15;1.0000
глава государства;российское правительство;15;38;0.9333
глава государства;российская компания;15;38;0.8000
глава государства;окончательное решение;15;26;0.8000
глава государства;уголовная ответственность;15;29;0.8000
глава государства;управляющая компания;15;33;0.8000
глава государства;экономическая ситуация;15;26;0.8000
глава государства;аналитик компании;15;34;0.8000
глава государства;аналитическое управление;15;38;0.9333
глава государства;иностранная компания;15;39;1.0000
глава государства;дополнительное средство;15;37;0.8000
глава государства;российский производитель;15;36;0.8667
глава государства;правительство;15;35;0.8000
глава государства;официальный представитель;15;42;0.9333
глава государства;российское законодательство;15;36;0.9333
глава государства;российский бизнес;15;28;0.8000
глава государства;страховая компания;15;36;0.8667
налоговый орган;строительство;11;30;0.8182
налоговый орган;российское правительство;11;38;1.0000
налоговый орган;российская компания;11;38;0.9091
налоговый орган;окончательное решение;11;26;0.8182
налоговый орган;социальная сфера;11;18;0.8182
налоговый орган;аналитическое управление;11;38;1.0000
налоговый орган;правительство РФ;11;33;0.8182
налоговый орган;Российская Федерация;11;31;0.9091
налоговый орган;иностранная компания;11;39;0.8182
налоговый орган;дополнительное средство;11;37;0.9091
налоговый орган;проект постановления;11;26;0.8182
налоговый орган;кредитная организация;11;18;0.8182
налоговый орган;правительство;11;35;0.8182
налоговый орган;официальный представитель;11;42;1.0000
налоговый орган;российское законодательство;11;36;0.9091
информация Известий"";российское правительство;21;38;0.9048
информация Известий"";российская компания;21;38;0.8571
информация Известий"";уголовная ответственность;21;29;0.8095
информация Известий"";аналитическое управление;21;38;0.9524
информация Известий"";собственное средство;21;34;0.8571
информация Известий"";иностранная компания;21;39;0.8571
информация Известий"";дополнительное средство;21;37;0.8571
информация Известий"";российский производитель;21;36;0.8095
информация Известий"";правительство;21;35;0.8095
информация Известий"";официальный представитель;21;42;0.9524
информация Известий"";российское законодательство;21;36;0.9048
информация Известий"";российский бизнес;21;28;0.8095
экономическая политика;компания;18;37;0.8889
экономическая политика;российское правительство;18;38;0.8333
экономическая политика;особая экономическая зона;18;15;0.8333
экономическая политика;управляющая компания;18;33;0.8333
экономическая политика;экономическая ситуация;18;26;0.8889
экономическая политика;экономический рост;18;17;0.8889
экономическая политика;аналитик компании;18;34;0.8889
экономическая политика;аналитическое управление;18;38;0.8889
экономическая политика;национальная экономика;18;26;0.8889
экономическая политика;иностранная компания;18;39;0.9444
экономическая политика;дополнительное средство;18;37;0.8333
экономическая политика;российский производитель;18;36;0.8333
экономическая политика;правительство;18;35;0.8333
экономическая политика;официальный представитель;18;42;1.0000
экономическая политика;экономическое развитие;18;22;0.8889
экономическая политика;социально-экономическое развитие;18;22;0.8333
экономическая политика;экономическая санкция;18;18;0.8333
экономическая политика;российское законодательство;18;36;0.8333
экономическая политика;страховая компания;18;36;0.8889
Банк России;компания;12;37;0.8333
Банк России;строительство;12;30;0.8333
Банк России;российское правительство;12;38;1.0000
Банк России;российская компания;12;38;0.9167
Банк России;аналитик компании;12;34;0.8333
Банк России;украинское правительство;12;31;0.9167
Банк России;банк России;12;12;1.0000
Банк России;аналитическое управление;12;38;0.8333
Банк России;собственное средство;12;34;0.9167
Банк России;правительство РФ;12;33;0.9167
Банк России;Российская Федерация;12;31;0.8333
Банк России;иностранная компания;12;39;0.9167
Банк России;дополнительное средство;12;37;0.9167
Банк России;правительство;12;35;0.9167
Банк России;официальный представитель;12;42;0.9167
Банк России;российское законодательство;12;36;1.0000
аналогичный период;компания;8;37;0.8750
аналогичный период;правоохранительный орган;8;24;0.8750
аналогичный период;российское правительство;8;38;0.8750
аналогичный период;российская компания;8;38;0.8750
аналогичный период;окончательное решение;8;26;0.8750
аналогичный период;управляющая компания;8;33;0.8750
аналогичный период;экономическая ситуация;8;26;0.8750
аналогичный период;аналитическое управление;8;38;0.8750
аналогичный период;собственное средство;8;34;0.8750
аналогичный период;федеральный бюджет;8;23;0.8750
аналогичный период;правительство РФ;8;33;0.8750
аналогичный период;иностранная компания;8;39;1.0000
аналогичный период;дополнительное средство;8;37;1.0000
аналогичный период;Следственный комитет;8;31;1.0000
аналогичный период;кредитная организация;8;18;1.0000
аналогичный период;национальная платежная система;8;19;0.8750
аналогичный период;правительство;8;35;1.0000
аналогичный период;официальный представитель;8;42;1.0000
аналогичный период;экономическое развитие;8;22;0.8750
аналогичный период;федеральная целевая программа;8;21;0.8750
аналогичный период;российское законодательство;8;36;0.8750
аналогичный период;страховая компания;8;36;0.8750
директор Института;компания;18;37;0.8889
директор Института;российская компания;18;38;0.8889
директор Института;директор департамента;18;22;0.8889
директор Института;генеральный директор;18;26;1.0000
директор Института;украинское правительство;18;31;0.8333
директор Института;аналитическое управление;18;38;0.9444
директор Института;собственное средство;18;34;0.8333
директор Института;иностранная компания;18;39;0.9444
директор Института;дополнительное средство;18;37;0.8333
директор Института;Следственный комитет;18;31;0.9444
директор Института;правительство;18;35;0.8889
директор Института;официальный представитель;18;42;1.0000
директор Института;совет директоров;18;25;1.0000
директор Института;исполнительный директор;18;31;1.0000
директор Института;страховая компания;18;36;0.8889
Центральный банк;компания;18;37;0.8333
Центральный банк;российское правительство;18;38;0.8333
Центральный банк;российская компания;18;38;0.8889
Центральный банк;аналитическое управление;18;38;0.8889
Центральный банк;иностранная компания;18;39;0.8333
Центральный банк;дополнительное средство;18;37;0.8889
Центральный банк;российский производитель;18;36;0.8333
Центральный банк;официальный представитель;18;42;1.0000
Центральный банк;страховая компания;18;36;0.8333
банк России;компания;12;37;0.8333
банк России;строительство;12;30;0.8333
банк России;российское правительство;12;38;1.0000
банк России;российская компания;12;38;0.9167
банк России;аналитик компании;12;34;0.8333
банк России;украинское правительство;12;31;0.9167
банк России;Банк России;12;12;1.0000
банк России;аналитическое управление;12;38;0.8333
банк России;собственное средство;12;34;0.9167
банк России;правительство РФ;12;33;0.9167
банк России;Российская Федерация;12;31;0.8333
банк России;иностранная компания;12;39;0.9167
банк России;дополнительное средство;12;37;0.9167
банк России;правительство;12;35;0.9167
банк России;официальный представитель;12;42;0.9167
банк России;российское законодательство;12;36;1.0000
социальная сфера;компания;18;37;0.8333
социальная сфера;российское правительство;18;38;0.8889
социальная сфера;российская компания;18;38;0.8889
социальная сфера;окончательное решение;18;26;0.8889
социальная сфера;украинское правительство;18;31;0.8333
социальная сфера;аналитическое управление;18;38;0.9444
социальная сфера;социальная норма;18;17;0.8333
социальная сфера;Российская Федерация;18;31;0.8333
социальная сфера;иностранная компания;18;39;0.8889
социальная сфера;Следственный комитет;18;31;0.8333
социальная сфера;официальный представитель;18;42;1.0000
социальная сфера;российское законодательство;18;36;0.8333
уж сегодня;компания;10;37;0.9000
уж сегодня;строительство;10;30;0.9000
уж сегодня;российское правительство;10;38;0.9000
уж сегодня;российская компания;10;38;0.9000
уж сегодня;окончательное решение;10;26;0.8000
уж сегодня;уголовная ответственность;10;29;0.8000
уж сегодня;управляющая компания;10;33;0.8000
уж сегодня;экономическая ситуация;10;26;0.8000
уж сегодня;российский бюджет;10;30;0.8000
уж сегодня;интеллектуальная собственность;10;29;0.8000
уж сегодня;аналитик компании;10;34;0.8000
уж сегодня;украинское правительство;10;31;0.9000
уж сегодня;аналитическое управление;10;38;0.9000
уж сегодня;собственное средство;10;34;0.9000
уж сегодня;правительство РФ;10;33;0.9000
уж сегодня;иностранная компания;10;39;0.9000
уж сегодня;дополнительное средство;10;37;0.8000
уж сегодня;промышленное производство;10;23;0.8000
уж сегодня;российский производитель;10;36;1.0000
уж сегодня;правительство;10;35;0.9000
уж сегодня;официальный представитель;10;42;1.0000
уж сегодня;экономическое развитие;10;22;0.8000
уж сегодня;социально-экономическое развитие;10;22;0.9000
уж сегодня;российское законодательство;10;36;0.9000
уж сегодня;исполнительный директор;10;31;0.9000
уж сегодня;страховая компания;10;36;0.9000
аналитическое управление;компания;38;37;0.8158
аналитическое управление;российское правительство;38;38;0.8684
аналитическое управление;российская компания;38;38;0.8421
аналитическое управление;иностранная компания;38;39;0.8684
аналитическое управление;дополнительное средство;38;37;0.8421
аналитическое управление;российский производитель;38;36;0.8158
аналитическое управление;официальный представитель;38;42;0.9474
аналитическое управление;российское законодательство;38;36;0.8421
собственное средство;компания;34;37;0.8529
собственное средство;российское правительство;34;38;0.9118
собственное средство;российская компания;34;38;0.9118
собственное средство;интеллектуальная собственность;34;29;0.8235
собственное средство;аналитическое управление;34;38;0.8824
собственное средство;иностранная компания;34;39;0.8529
собственное средство;дополнительное средство;34;37;0.9118
собственное средство;российский производитель;34;36;0.8235
собственное средство;официальный представитель;34;42;0.9412
собственное средство;российское законодательство;34;36;0.8529
федеральный бюджет;компания;23;37;0.8696
федеральный бюджет;российское правительство;23;38;0.8696
федеральный бюджет;российская компания;23;38;0.9130
федеральный бюджет;аналитическое управление;23;38;0.8696
федеральный бюджет;правительство РФ;23;33;0.8261
федеральный бюджет;иностранная компания;23;39;0.9130
федеральный бюджет;дополнительное средство;23;37;0.9565
федеральный бюджет;Следственный комитет;23;31;0.8261
федеральный бюджет;правительство;23;35;0.9130
федеральный бюджет;официальный представитель;23;42;0.9565
федеральный бюджет;российское законодательство;23;36;0.8696
федеральный бюджет;исполнительный директор;23;31;0.8696
федеральный бюджет;страховая компания;23;36;0.8261
министр;компания;19;37;0.8421
министр;строительство;19;30;0.8947
министр;российское правительство;19;38;0.9474
министр;российская компания;19;38;0.8421
министр;украинское правительство;19;31;0.8421
министр;заместитель министра;19;20;0.9474
министр;аналитическое управление;19;38;0.8421
министр;правительство РФ;19;33;0.8947
министр;иностранная компания;19;39;0.9474
министр;дополнительное средство;19;37;0.8947
министр;правительство;19;35;0.8947
министр;официальный представитель;19;42;0.9474
министр;российское законодательство;19;36;0.9474
министр;исполнительный директор;19;31;0.8421
министр;страховая компания;19;36;0.8421
российская власть;компания;27;37;0.8519
российская власть;российский рубль;27;26;0.9259
российская власть;российская сторона;27;27;0.9630
российская власть;российский газ;27;27;0.9630
российская власть;российская валюта;27;25;0.8889
российская власть;российское правительство;27;38;1.0000
российская власть;российская компания;27;38;1.0000
российская власть;российский рынок;27;25;0.8889
российская власть;российский бюджет;27;30;0.9630
российская власть;российская экономика;27;25;0.8519
российская власть;аналитик компании;27;34;0.8148
российская власть;аналитическое управление;27;38;0.8889
российская власть;собственное средство;27;34;0.8519
российская власть;Российская Федерация;27;31;0.9630
российская власть;иностранная компания;27;39;0.8889
российская власть;дополнительное средство;27;37;0.8889
российская власть;российский банк;27;29;1.0000
российская власть;российский производитель;27;36;1.0000
российская власть;правительство;27;35;0.8148
российская власть;официальный представитель;27;42;0.9630
российская власть;российское законодательство;27;36;1.0000
российская власть;российский бизнес;27;28;0.9259
российская власть;страховая компания;27;36;0.8519
Гражданский кодекс;строительство;11;30;0.9091
Гражданский кодекс;российское правительство;11;38;0.9091
Гражданский кодекс;уголовная ответственность;11;29;0.8182
Гражданский кодекс;интеллектуальная собственность;11;29;0.8182
Гражданский кодекс;гражданская авиация;11;11;1.0000
Гражданский кодекс;аналитическое управление;11;38;1.0000
Гражданский кодекс;собственное средство;11;34;0.8182
Гражданский кодекс;правительство РФ;11;33;0.9091
Гражданский кодекс;иностранная компания;11;39;0.9091
Гражданский кодекс;дополнительное средство;11;37;0.9091
Гражданский кодекс;Следственный комитет;11;31;0.8182
Гражданский кодекс;проект постановления;11;26;0.8182
Гражданский кодекс;российский производитель;11;36;0.8182
Гражданский кодекс;правительство;11;35;1.0000
Гражданский кодекс;официальный представитель;11;42;0.9091
Гражданский кодекс;российское законодательство;11;36;0.9091
социальная норма;компания;17;37;0.8235
социальная норма;российское правительство;17;38;0.8824
социальная норма;российская компания;17;38;0.8824
социальная норма;окончательное решение;17;26;0.8235
